"","dig_code","dig_desc","variable","inv_07"
"489","335221","Household cooking appliance manufacturing","F07N00",""
"490","335222","Household refrigerator and home freezer manufacturing","F07N00",""
"491","335224","Household laundry equipment manufacturing","F07N00",""
"492","335311","Power, distribution, and specialty transformer manufacturing","F07N00",""
"493","335312","Motor and generator manufacturing","F07N00",""
"494","335313","Switchgear and switchboard apparatus manufacturing","F07N00",""
"495","335314","Relay and industrial control manufacturing","F07N00",""
"496","335920","Communication and energy wire and cable manufacturing","F07N00",""
"497","335999","All other miscellaneous electrical equipment and component manufacturing","F07N00",""
"498","336111","Automobile manufacturing","F07N00",""
"499","336112","Light truck and utility vehicle manufacturing","F07N00",""
"500","336120","Heavy duty truck manufacturing","F07N00",""
"501","336211","Motor vehicle body manufacturing","F07N00",""
"502","336212","Truck trailer manufacturing","F07N00",""
"503","336360","Motor vehicle seating and interior trim manufacturing","F07N00",""
"504","336411","Aircraft manufacturing","F07N00",""
"505","336412","Aircraft engine and engine parts manufacturing","F07N00",""
"506","336414","Guided missile and space vehicle manufacturing","F07N00",""
"507","33641A","Propulsion units and parts for space vehicles and guided missiles","F07N00",""
"508","336500","Railroad rolling stock manufacturing","F07N00",""
"509","336611","Ship building and repairing","F07N00",""
"510","336612","Boat building","F07N00",""
"511","336991","Motorcycle, bicycle, and parts manufacturing","F07N00",""
"512","336992","Military armored vehicle, tank, and tank component manufacturing","F07N00",""
"513","336999","All other transportation equipment manufacturing","F07N00",""
"514","337121","Upholstered household furniture manufacturing","F07N00",""
"515","337122","Nonupholstered wood household furniture manufacturing","F07N00",""
"516","337127","Institutional furniture manufacturing","F07N00",""
"517","337215","Showcase, partition, shelving, and locker manufacturing","F07N00",""
"518","33721A","Office furniture and custom architectural woodwork and millwork manufacturing","F07N00",""
"519","337900","Other furniture related product manufacturing","F07N00",""
"520","339112","Surgical and medical instrument manufacturing","F07N00",""
"521","339113","Surgical appliance and supplies manufacturing","F07N00",""
"522","339114","Dental equipment and supplies manufacturing","F07N00",""
"523","339920","Sporting and athletic goods manufacturing","F07N00",""
"524","339940","Office supplies (except paper) manufacturing","F07N00",""
"525","339950","Sign manufacturing","F07N00",""
"526","339990","All other miscellaneous manufacturing","F07N00",""
"527","314110","Carpet and rug mills","F07N00",""
"528","314900","Other textile product mills","F07N00",""
"529","326290","Other rubber product manufacturing","F07N00",""
"530","511200","Software publishers","F07N00","1,670"
"531","518200","Data processing, hosting, and related services","F07N00","381"
"532","541511","Custom computer programming services","F07N00","12,532"
"533","541512","Computer systems design services","F07N00",""
"534","541700","Scientific research and development services","F07N00","56,820"
"535","S00402","Used and secondhand goods","F07N00",""
"536","233210","Health care structures","F07S00","1,546"
"537","233262","Educational and vocational structures","F07S00","327"
"538","2332A0","Office and commercial structures","F07S00","3,366"
"539","233412","Multifamily residential structures","F07S00",""
"540","2334A0","Other residential structures","F07S00",""
"541","233230","Manufacturing structures","F07S00","642"
"542","2332D0","Other nonresidential structures","F07S00","4,297"
"543","233240","Power and communication structures","F07S00","228"
"544","233411","Single-family residential structures","F07S00",""
"545","2332C0","Transportation structures and highways and streets","F07S00","937"
"546","3219A0","All other wood product manufacturing","F07S00",""
"547","332200","Cutlery and handtool manufacturing","F07S00",""
"548","332310","Plate work and fabricated structural product manufacturing","F07S00",""
"549","332410","Power boiler and heat exchanger manufacturing","F07S00",""
"550","332420","Metal tank (heavy gauge) manufacturing","F07S00",""
"551","332430","Metal can, box, and other metal container (light gauge) manufacturing","F07S00",""
"552","332710","Machine shops","F07S00",""
"553","33291A","Valve and fittings other than plumbing","F07S00",""
"554","332996","Fabricated pipe and pipe fitting manufacturing","F07S00",""
"555","33299A","Ammunition, arms, ordnance, and accessories manufacturing","F07S00",""
"556","332999","Other fabricated metal manufacturing","F07S00",""
"557","333111","Farm machinery and equipment manufacturing","F07S00",""
"558","333112","Lawn and garden equipment manufacturing","F07S00",""
"559","333120","Construction machinery manufacturing","F07S00",""
"560","33329A","Other industrial machinery manufacturing","F07S00",""
"561","333314","Optical instrument and lens manufacturing","F07S00",""
"562","333316","Photographic and photocopying equipment manufacturing","F07S00",""
"563","333318","Other commercial and service industry machinery manufacturing","F07S00",""
"564","333415","Air conditioning, refrigeration, and warm air heating equipment manufacturing","F07S00",""
"565","333413","Industrial and commercial fan and blower and air purification equipment manufacturing","F07S00",""
"566","333517","Machine tool manufacturing","F07S00",""
"567","333611","Turbine and turbine generator set units manufacturing","F07S00",""
"568","333618","Other engine equipment manufacturing","F07S00",""
"569","333912","Air and gas compressor manufacturing","F07S00",""
"570","33391A","Pump and pumping equipment manufacturing","F07S00",""
"571","333920","Material handling equipment manufacturing","F07S00",""
"572","333991","Power-driven handtool manufacturing","F07S00",""
"573","333993","Packaging machinery manufacturing","F07S00",""
"574","333994","Industrial process furnace and oven manufacturing","F07S00",""
"575","33399A","Other general purpose machinery manufacturing","F07S00",""
"576","33399B","Fluid power process machinery","F07S00",""
"577","334111","Electronic computer manufacturing","F07S00",""
"578","334112","Computer storage device manufacturing","F07S00",""
"579","334118","Computer terminals and other computer peripheral equipment manufacturing","F07S00",""
"580","334210","Telephone apparatus manufacturing","F07S00",""
"581","334220","Broadcast and wireless communications equipment","F07S00",""
"582","334290","Other communications equipment manufacturing","F07S00",""
"583","334418","Printed circuit assembly (electronic assembly) manufacturing","F07S00",""
"584","33441A","Other electronic component manufacturing","F07S00",""
"585","334510","Electromedical and electrotherapeutic apparatus manufacturing","F07S00",""
"586","334511","Search, detection, and navigation instruments manufacturing","F07S00",""
"587","334513","Industrial process variable instruments manufacturing","F07S00",""
"588","334514","Totalizing fluid meter and counting device manufacturing","F07S00",""
"589","334515","Electricity and signal testing instruments manufacturing","F07S00",""
"590","334516","Analytical laboratory instrument manufacturing","F07S00",""
"591","334517","Irradiation apparatus manufacturing","F07S00",""
"592","33451A","Watch, clock, and other measuring and controlling device manufacturing","F07S00",""
"593","334300","Audio and video equipment manufacturing","F07S00",""
"594","335120","Lighting fixture manufacturing","F07S00",""
"595","335210","Small electrical appliance manufacturing","F07S00",""
"596","335221","Household cooking appliance manufacturing","F07S00",""
"597","335222","Household refrigerator and home freezer manufacturing","F07S00",""
"598","335224","Household laundry equipment manufacturing","F07S00",""
"599","335311","Power, distribution, and specialty transformer manufacturing","F07S00",""
"600","335312","Motor and generator manufacturing","F07S00",""
"601","335313","Switchgear and switchboard apparatus manufacturing","F07S00",""
"602","335314","Relay and industrial control manufacturing","F07S00",""
"603","335920","Communication and energy wire and cable manufacturing","F07S00",""
"604","335999","All other miscellaneous electrical equipment and component manufacturing","F07S00",""
"605","336111","Automobile manufacturing","F07S00",""
"606","336112","Light truck and utility vehicle manufacturing","F07S00",""
"607","336120","Heavy duty truck manufacturing","F07S00",""
"608","336211","Motor vehicle body manufacturing","F07S00",""
"609","336212","Truck trailer manufacturing","F07S00",""
"610","336360","Motor vehicle seating and interior trim manufacturing","F07S00",""
"611","336411","Aircraft manufacturing","F07S00",""
"612","336412","Aircraft engine and engine parts manufacturing","F07S00",""
"613","336414","Guided missile and space vehicle manufacturing","F07S00",""
"614","33641A","Propulsion units and parts for space vehicles and guided missiles","F07S00",""
"615","336500","Railroad rolling stock manufacturing","F07S00",""
"616","336611","Ship building and repairing","F07S00",""
"617","336612","Boat building","F07S00",""
"618","336991","Motorcycle, bicycle, and parts manufacturing","F07S00",""
"619","336992","Military armored vehicle, tank, and tank component manufacturing","F07S00",""
"620","336999","All other transportation equipment manufacturing","F07S00",""
"621","337121","Upholstered household furniture manufacturing","F07S00",""
"622","337122","Nonupholstered wood household furniture manufacturing","F07S00",""
"623","337127","Institutional furniture manufacturing","F07S00",""
"624","337215","Showcase, partition, shelving, and locker manufacturing","F07S00",""
"625","33721A","Office furniture and custom architectural woodwork and millwork manufacturing","F07S00",""
"626","337900","Other furniture related product manufacturing","F07S00",""
"627","339112","Surgical and medical instrument manufacturing","F07S00",""
"628","339113","Surgical appliance and supplies manufacturing","F07S00",""
"629","339114","Dental equipment and supplies manufacturing","F07S00",""
"630","339920","Sporting and athletic goods manufacturing","F07S00",""
"631","339940","Office supplies (except paper) manufacturing","F07S00",""
"632","339950","Sign manufacturing","F07S00",""
"633","339990","All other miscellaneous manufacturing","F07S00",""
"634","314110","Carpet and rug mills","F07S00",""
"635","314900","Other textile product mills","F07S00",""
"636","326290","Other rubber product manufacturing","F07S00",""
"637","511200","Software publishers","F07S00",""
"638","518200","Data processing, hosting, and related services","F07S00",""
"639","541511","Custom computer programming services","F07S00",""
"640","541512","Computer systems design services","F07S00",""
"641","541700","Scientific research and development services","F07S00",""
"642","S00402","Used and secondhand goods","F07S00","15"
"643","233210","Health care structures","F10E00",""
"644","233262","Educational and vocational structures","F10E00",""
"645","2332A0","Office and commercial structures","F10E00",""
"646","233412","Multifamily residential structures","F10E00",""
"647","2334A0","Other residential structures","F10E00",""
"648","233230","Manufacturing structures","F10E00",""
"649","2332D0","Other nonresidential structures","F10E00",""
"650","233240","Power and communication structures","F10E00",""
"651","233411","Single-family residential structures","F10E00",""
"652","2332C0","Transportation structures and highways and streets","F10E00",""
"653","3219A0","All other wood product manufacturing","F10E00",""
"654","332200","Cutlery and handtool manufacturing","F10E00","26"
"655","332310","Plate work and fabricated structural product manufacturing","F10E00",""
"656","332410","Power boiler and heat exchanger manufacturing","F10E00",""
"657","332420","Metal tank (heavy gauge) manufacturing","F10E00","4"
"658","332430","Metal can, box, and other metal container (light gauge) manufacturing","F10E00","41"
"659","332710","Machine shops","F10E00",""
"660","33291A","Valve and fittings other than plumbing","F10E00","179"
"661","332996","Fabricated pipe and pipe fitting manufacturing","F10E00","4"
"662","33299A","Ammunition, arms, ordnance, and accessories manufacturing","F10E00",""
"663","332999","Other fabricated metal manufacturing","F10E00","1,524"
"664","333111","Farm machinery and equipment manufacturing","F10E00","256"
"665","333112","Lawn and garden equipment manufacturing","F10E00","163"
"666","333120","Construction machinery manufacturing","F10E00","1,273"
"667","33329A","Other industrial machinery manufacturing","F10E00","253"
"668","333314","Optical instrument and lens manufacturing","F10E00","105"
"669","333316","Photographic and photocopying equipment manufacturing","F10E00","462"
"670","333318","Other commercial and service industry machinery manufacturing","F10E00","1,921"
"671","333415","Air conditioning, refrigeration, and warm air heating equipment manufacturing","F10E00","86"
"672","333413","Industrial and commercial fan and blower and air purification equipment manufacturing","F10E00","1"
"673","333517","Machine tool manufacturing","F10E00","788"
"674","333611","Turbine and turbine generator set units manufacturing","F10E00","459"
"675","333618","Other engine equipment manufacturing","F10E00","224"
"676","333912","Air and gas compressor manufacturing","F10E00",""
"677","33391A","Pump and pumping equipment manufacturing","F10E00","280"
"678","333920","Material handling equipment manufacturing","F10E00","399"
"679","333991","Power-driven handtool manufacturing","F10E00","521"
"680","333993","Packaging machinery manufacturing","F10E00",""
"681","333994","Industrial process furnace and oven manufacturing","F10E00","25"
"682","33399A","Other general purpose machinery manufacturing","F10E00","186"
"683","33399B","Fluid power process machinery","F10E00",""
"684","334111","Electronic computer manufacturing","F10E00","4,259"
"685","334112","Computer storage device manufacturing","F10E00","1,882"
"686","334118","Computer terminals and other computer peripheral equipment manufacturing","F10E00","1,984"
"687","334210","Telephone apparatus manufacturing","F10E00","2,991"
"688","334220","Broadcast and wireless communications equipment","F10E00","3,233"
"689","334290","Other communications equipment manufacturing","F10E00","280"
"690","334418","Printed circuit assembly (electronic assembly) manufacturing","F10E00",""
"691","33441A","Other electronic component manufacturing","F10E00","29"
"692","334510","Electromedical and electrotherapeutic apparatus manufacturing","F10E00","52"
"693","334511","Search, detection, and navigation instruments manufacturing","F10E00","1,140"
"694","334513","Industrial process variable instruments manufacturing","F10E00","212"
"695","334514","Totalizing fluid meter and counting device manufacturing","F10E00","358"
"696","334515","Electricity and signal testing instruments manufacturing","F10E00","23"
"697","334516","Analytical laboratory instrument manufacturing","F10E00","86"
"698","334517","Irradiation apparatus manufacturing","F10E00","44"
"699","33451A","Watch, clock, and other measuring and controlling device manufacturing","F10E00","149"
"700","334300","Audio and video equipment manufacturing","F10E00","1,728"
"701","335120","Lighting fixture manufacturing","F10E00","46"
"702","335210","Small electrical appliance manufacturing","F10E00","551"
"703","335221","Household cooking appliance manufacturing","F10E00","463"
"704","335222","Household refrigerator and home freezer manufacturing","F10E00","768"
"705","335224","Household laundry equipment manufacturing","F10E00","11"
"706","335311","Power, distribution, and specialty transformer manufacturing","F10E00","227"
"707","335312","Motor and generator manufacturing","F10E00","245"
"708","335313","Switchgear and switchboard apparatus manufacturing","F10E00","116"
"709","335314","Relay and industrial control manufacturing","F10E00","522"
"710","335920","Communication and energy wire and cable manufacturing","F10E00",""
"711","335999","All other miscellaneous electrical equipment and component manufacturing","F10E00","326"
"712","336111","Automobile manufacturing","F10E00","4,229"
"713","336112","Light truck and utility vehicle manufacturing","F10E00","156"
"714","336120","Heavy duty truck manufacturing","F10E00","6,159"
"715","336211","Motor vehicle body manufacturing","F10E00",""
"716","336212","Truck trailer manufacturing","F10E00",""
"717","336360","Motor vehicle seating and interior trim manufacturing","F10E00","0"
"718","336411","Aircraft manufacturing","F10E00","8"
"719","336412","Aircraft engine and engine parts manufacturing","F10E00",""
"720","336414","Guided missile and space vehicle manufacturing","F10E00",""
"721","33641A","Propulsion units and parts for space vehicles and guided missiles","F10E00",""
"722","336500","Railroad rolling stock manufacturing","F10E00","1,050"
"723","336611","Ship building and repairing","F10E00","37"
"724","336612","Boat building","F10E00","45"
"725","336991","Motorcycle, bicycle, and parts manufacturing","F10E00","308"
"726","336992","Military armored vehicle, tank, and tank component manufacturing","F10E00",""
"727","336999","All other transportation equipment manufacturing","F10E00","227"
"728","337121","Upholstered household furniture manufacturing","F10E00","1"
"729","337122","Nonupholstered wood household furniture manufacturing","F10E00","8"
"730","337127","Institutional furniture manufacturing","F10E00","554"
"731","337215","Showcase, partition, shelving, and locker manufacturing","F10E00","258"
"732","33721A","Office furniture and custom architectural woodwork and millwork manufacturing","F10E00","1,273"
"733","337900","Other furniture related product manufacturing","F10E00","39"
"734","339112","Surgical and medical instrument manufacturing","F10E00","72"
"735","339113","Surgical appliance and supplies manufacturing","F10E00","675"
"736","339114","Dental equipment and supplies manufacturing","F10E00","20"
"737","339920","Sporting and athletic goods manufacturing","F10E00","328"
"738","339940","Office supplies (except paper) manufacturing","F10E00","264"
"739","339950","Sign manufacturing","F10E00",""
"740","339990","All other miscellaneous manufacturing","F10E00","98"
"741","314110","Carpet and rug mills","F10E00","11"
"742","314900","Other textile product mills","F10E00",""
"743","326290","Other rubber product manufacturing","F10E00",""
"744","511200","Software publishers","F10E00",""
"745","518200","Data processing, hosting, and related services","F10E00",""
"746","541511","Custom computer programming services","F10E00",""
"747","541512","Computer systems design services","F10E00","688"
"748","541700","Scientific research and development services","F10E00",""
"749","S00402","Used and secondhand goods","F10E00","-3,396"
"750","233210","Health care structures","F10N00",""
"751","233262","Educational and vocational structures","F10N00",""
"752","2332A0","Office and commercial structures","F10N00",""
"753","233412","Multifamily residential structures","F10N00",""
"754","2334A0","Other residential structures","F10N00",""
"755","233230","Manufacturing structures","F10N00",""
"756","2332D0","Other nonresidential structures","F10N00",""
"757","233240","Power and communication structures","F10N00",""
"758","233411","Single-family residential structures","F10N00",""
"759","2332C0","Transportation structures and highways and streets","F10N00",""
"760","3219A0","All other wood product manufacturing","F10N00",""
"761","332200","Cutlery and handtool manufacturing","F10N00",""
"762","332310","Plate work and fabricated structural product manufacturing","F10N00",""
"763","332410","Power boiler and heat exchanger manufacturing","F10N00",""
"764","332420","Metal tank (heavy gauge) manufacturing","F10N00",""
"765","332430","Metal can, box, and other metal container (light gauge) manufacturing","F10N00",""
"766","332710","Machine shops","F10N00",""
"767","33291A","Valve and fittings other than plumbing","F10N00",""
"768","332996","Fabricated pipe and pipe fitting manufacturing","F10N00",""
"769","33299A","Ammunition, arms, ordnance, and accessories manufacturing","F10N00",""
"770","332999","Other fabricated metal manufacturing","F10N00",""
"771","333111","Farm machinery and equipment manufacturing","F10N00",""
"772","333112","Lawn and garden equipment manufacturing","F10N00",""
"773","333120","Construction machinery manufacturing","F10N00",""
"774","33329A","Other industrial machinery manufacturing","F10N00",""
"775","333314","Optical instrument and lens manufacturing","F10N00",""
"776","333316","Photographic and photocopying equipment manufacturing","F10N00",""
"777","333318","Other commercial and service industry machinery manufacturing","F10N00",""
"778","333415","Air conditioning, refrigeration, and warm air heating equipment manufacturing","F10N00",""
"779","333413","Industrial and commercial fan and blower and air purification equipment manufacturing","F10N00",""
"780","333517","Machine tool manufacturing","F10N00",""
"781","333611","Turbine and turbine generator set units manufacturing","F10N00",""
"782","333618","Other engine equipment manufacturing","F10N00",""
"783","333912","Air and gas compressor manufacturing","F10N00",""
"784","33391A","Pump and pumping equipment manufacturing","F10N00",""
"785","333920","Material handling equipment manufacturing","F10N00",""
"786","333991","Power-driven handtool manufacturing","F10N00",""
"787","333993","Packaging machinery manufacturing","F10N00",""
"788","333994","Industrial process furnace and oven manufacturing","F10N00",""
"789","33399A","Other general purpose machinery manufacturing","F10N00",""
"790","33399B","Fluid power process machinery","F10N00",""
"791","334111","Electronic computer manufacturing","F10N00",""
"792","334112","Computer storage device manufacturing","F10N00",""
"793","334118","Computer terminals and other computer peripheral equipment manufacturing","F10N00",""
"794","334210","Telephone apparatus manufacturing","F10N00",""
"795","334220","Broadcast and wireless communications equipment","F10N00",""
"796","334290","Other communications equipment manufacturing","F10N00",""
"797","334418","Printed circuit assembly (electronic assembly) manufacturing","F10N00",""
"798","33441A","Other electronic component manufacturing","F10N00",""
"799","334510","Electromedical and electrotherapeutic apparatus manufacturing","F10N00",""
"800","334511","Search, detection, and navigation instruments manufacturing","F10N00",""
"801","334513","Industrial process variable instruments manufacturing","F10N00",""
"802","334514","Totalizing fluid meter and counting device manufacturing","F10N00",""
"803","334515","Electricity and signal testing instruments manufacturing","F10N00",""
"804","334516","Analytical laboratory instrument manufacturing","F10N00",""
"805","334517","Irradiation apparatus manufacturing","F10N00",""
"806","33451A","Watch, clock, and other measuring and controlling device manufacturing","F10N00",""
"807","334300","Audio and video equipment manufacturing","F10N00",""
"808","335120","Lighting fixture manufacturing","F10N00",""
"809","335210","Small electrical appliance manufacturing","F10N00",""
"810","335221","Household cooking appliance manufacturing","F10N00",""
"811","335222","Household refrigerator and home freezer manufacturing","F10N00",""
"812","335224","Household laundry equipment manufacturing","F10N00",""
"813","335311","Power, distribution, and specialty transformer manufacturing","F10N00",""
"814","335312","Motor and generator manufacturing","F10N00",""
"815","335313","Switchgear and switchboard apparatus manufacturing","F10N00",""
"816","335314","Relay and industrial control manufacturing","F10N00",""
"817","335920","Communication and energy wire and cable manufacturing","F10N00",""
"818","335999","All other miscellaneous electrical equipment and component manufacturing","F10N00",""
"819","336111","Automobile manufacturing","F10N00",""
"820","336112","Light truck and utility vehicle manufacturing","F10N00",""
"821","336120","Heavy duty truck manufacturing","F10N00",""
"822","336211","Motor vehicle body manufacturing","F10N00",""
"823","336212","Truck trailer manufacturing","F10N00",""
"824","336360","Motor vehicle seating and interior trim manufacturing","F10N00",""
"825","336411","Aircraft manufacturing","F10N00",""
"826","336412","Aircraft engine and engine parts manufacturing","F10N00",""
"827","336414","Guided missile and space vehicle manufacturing","F10N00",""
"828","33641A","Propulsion units and parts for space vehicles and guided missiles","F10N00",""
"829","336500","Railroad rolling stock manufacturing","F10N00",""
"830","336611","Ship building and repairing","F10N00",""
"831","336612","Boat building","F10N00",""
"832","336991","Motorcycle, bicycle, and parts manufacturing","F10N00",""
"833","336992","Military armored vehicle, tank, and tank component manufacturing","F10N00",""
"834","336999","All other transportation equipment manufacturing","F10N00",""
"835","337121","Upholstered household furniture manufacturing","F10N00",""
"836","337122","Nonupholstered wood household furniture manufacturing","F10N00",""
"837","337127","Institutional furniture manufacturing","F10N00",""
"838","337215","Showcase, partition, shelving, and locker manufacturing","F10N00",""
"839","33721A","Office furniture and custom architectural woodwork and millwork manufacturing","F10N00",""
"840","337900","Other furniture related product manufacturing","F10N00",""
"841","339112","Surgical and medical instrument manufacturing","F10N00",""
"842","339113","Surgical appliance and supplies manufacturing","F10N00",""
"843","339114","Dental equipment and supplies manufacturing","F10N00",""
"844","339920","Sporting and athletic goods manufacturing","F10N00",""
"845","339940","Office supplies (except paper) manufacturing","F10N00",""
"846","339950","Sign manufacturing","F10N00",""
"847","339990","All other miscellaneous manufacturing","F10N00",""
"848","314110","Carpet and rug mills","F10N00",""
"849","314900","Other textile product mills","F10N00",""
"850","326290","Other rubber product manufacturing","F10N00",""
"851","511200","Software publishers","F10N00","2,548"
"852","518200","Data processing, hosting, and related services","F10N00","1,277"
"853","541511","Custom computer programming services","F10N00","8,688"
"854","541512","Computer systems design services","F10N00",""
"855","541700","Scientific research and development services","F10N00","14,103"
"856","S00402","Used and secondhand goods","F10N00",""
"857","233210","Health care structures","F10S00","5,714"
"858","233262","Educational and vocational structures","F10S00","71,697"
"859","2332A0","Office and commercial structures","F10S00","6,690"
"860","233412","Multifamily residential structures","F10S00","5,019"
"861","2334A0","Other residential structures","F10S00","6,388"
"862","233230","Manufacturing structures","F10S00","964"
"863","2332D0","Other nonresidential structures","F10S00","55,697"
"864","233240","Power and communication structures","F10S00","11,371"
"865","233411","Single-family residential structures","F10S00","726"
"866","2332C0","Transportation structures and highways and streets","F10S00","100,195"
"867","3219A0","All other wood product manufacturing","F10S00",""
"868","332200","Cutlery and handtool manufacturing","F10S00",""
"869","332310","Plate work and fabricated structural product manufacturing","F10S00",""
"870","332410","Power boiler and heat exchanger manufacturing","F10S00",""
"871","332420","Metal tank (heavy gauge) manufacturing","F10S00",""
"872","332430","Metal can, box, and other metal container (light gauge) manufacturing","F10S00",""
"873","332710","Machine shops","F10S00",""
"874","33291A","Valve and fittings other than plumbing","F10S00",""
"875","332996","Fabricated pipe and pipe fitting manufacturing","F10S00",""
"876","33299A","Ammunition, arms, ordnance, and accessories manufacturing","F10S00",""
"877","332999","Other fabricated metal manufacturing","F10S00",""
"878","333111","Farm machinery and equipment manufacturing","F10S00",""
"879","333112","Lawn and garden equipment manufacturing","F10S00",""
"880","333120","Construction machinery manufacturing","F10S00",""
"881","33329A","Other industrial machinery manufacturing","F10S00",""
"882","333314","Optical instrument and lens manufacturing","F10S00",""
"883","333316","Photographic and photocopying equipment manufacturing","F10S00",""
"884","333318","Other commercial and service industry machinery manufacturing","F10S00",""
"885","333415","Air conditioning, refrigeration, and warm air heating equipment manufacturing","F10S00",""
"886","333413","Industrial and commercial fan and blower and air purification equipment manufacturing","F10S00",""
"887","333517","Machine tool manufacturing","F10S00",""
"888","333611","Turbine and turbine generator set units manufacturing","F10S00",""
"889","333618","Other engine equipment manufacturing","F10S00",""
"890","333912","Air and gas compressor manufacturing","F10S00",""
"891","33391A","Pump and pumping equipment manufacturing","F10S00",""
"892","333920","Material handling equipment manufacturing","F10S00",""
"893","333991","Power-driven handtool manufacturing","F10S00",""
"894","333993","Packaging machinery manufacturing","F10S00",""
"895","333994","Industrial process furnace and oven manufacturing","F10S00",""
"896","33399A","Other general purpose machinery manufacturing","F10S00",""
"897","33399B","Fluid power process machinery","F10S00",""
"898","334111","Electronic computer manufacturing","F10S00",""
"899","334112","Computer storage device manufacturing","F10S00",""
"900","334118","Computer terminals and other computer peripheral equipment manufacturing","F10S00",""
"901","334210","Telephone apparatus manufacturing","F10S00",""
"902","334220","Broadcast and wireless communications equipment","F10S00",""
"903","334290","Other communications equipment manufacturing","F10S00",""
"904","334418","Printed circuit assembly (electronic assembly) manufacturing","F10S00",""
"905","33441A","Other electronic component manufacturing","F10S00",""
"906","334510","Electromedical and electrotherapeutic apparatus manufacturing","F10S00",""
"907","334511","Search, detection, and navigation instruments manufacturing","F10S00",""
"908","334513","Industrial process variable instruments manufacturing","F10S00",""
"909","334514","Totalizing fluid meter and counting device manufacturing","F10S00",""
"910","334515","Electricity and signal testing instruments manufacturing","F10S00",""
"911","334516","Analytical laboratory instrument manufacturing","F10S00",""
"912","334517","Irradiation apparatus manufacturing","F10S00",""
"913","33451A","Watch, clock, and other measuring and controlling device manufacturing","F10S00",""
"914","334300","Audio and video equipment manufacturing","F10S00",""
"915","335120","Lighting fixture manufacturing","F10S00",""
"916","335210","Small electrical appliance manufacturing","F10S00",""
"917","335221","Household cooking appliance manufacturing","F10S00",""
"918","335222","Household refrigerator and home freezer manufacturing","F10S00",""
"919","335224","Household laundry equipment manufacturing","F10S00",""
"920","335311","Power, distribution, and specialty transformer manufacturing","F10S00",""
"921","335312","Motor and generator manufacturing","F10S00",""
"922","335313","Switchgear and switchboard apparatus manufacturing","F10S00",""
"923","335314","Relay and industrial control manufacturing","F10S00",""
"924","335920","Communication and energy wire and cable manufacturing","F10S00",""
"925","335999","All other miscellaneous electrical equipment and component manufacturing","F10S00",""
"926","336111","Automobile manufacturing","F10S00",""
"927","336112","Light truck and utility vehicle manufacturing","F10S00",""
"928","336120","Heavy duty truck manufacturing","F10S00",""
"929","336211","Motor vehicle body manufacturing","F10S00",""
"930","336212","Truck trailer manufacturing","F10S00",""
"931","336360","Motor vehicle seating and interior trim manufacturing","F10S00",""
"932","336411","Aircraft manufacturing","F10S00",""
"933","336412","Aircraft engine and engine parts manufacturing","F10S00",""
"934","336414","Guided missile and space vehicle manufacturing","F10S00",""
"935","33641A","Propulsion units and parts for space vehicles and guided missiles","F10S00",""
"936","336500","Railroad rolling stock manufacturing","F10S00",""
"937","336611","Ship building and repairing","F10S00",""
"938","336612","Boat building","F10S00",""
"939","336991","Motorcycle, bicycle, and parts manufacturing","F10S00",""
"940","336992","Military armored vehicle, tank, and tank component manufacturing","F10S00",""
"941","336999","All other transportation equipment manufacturing","F10S00",""
"942","337121","Upholstered household furniture manufacturing","F10S00",""
"943","337122","Nonupholstered wood household furniture manufacturing","F10S00",""
"944","337127","Institutional furniture manufacturing","F10S00",""
"945","337215","Showcase, partition, shelving, and locker manufacturing","F10S00",""
"946","33721A","Office furniture and custom architectural woodwork and millwork manufacturing","F10S00",""
"947","337900","Other furniture related product manufacturing","F10S00",""
"948","339112","Surgical and medical instrument manufacturing","F10S00",""
"949","339113","Surgical appliance and supplies manufacturing","F10S00",""
"950","339114","Dental equipment and supplies manufacturing","F10S00",""
"951","339920","Sporting and athletic goods manufacturing","F10S00",""
"952","339940","Office supplies (except paper) manufacturing","F10S00",""
"953","339950","Sign manufacturing","F10S00",""
"954","339990","All other miscellaneous manufacturing","F10S00",""
"955","314110","Carpet and rug mills","F10S00",""
"956","314900","Other textile product mills","F10S00",""
"957","326290","Other rubber product manufacturing","F10S00",""
"958","511200","Software publishers","F10S00",""
"959","518200","Data processing, hosting, and related services","F10S00",""
"960","541511","Custom computer programming services","F10S00",""
"961","541512","Computer systems design services","F10S00",""
"962","541700","Scientific research and development services","F10S00",""
"963","S00402","Used and secondhand goods","F10S00","6,892"
