"","dig_code","dig_desc","variable","inv_12"
"745","611B00","Other educational services","F06N00",""
"746","621100","Offices of physicians","F06N00",""
"747","621200","Offices of dentists","F06N00",""
"748","621300","Offices of other health practitioners","F06N00",""
"749","621400","Outpatient care centers","F06N00",""
"750","621500","Medical and diagnostic laboratories","F06N00",""
"751","621600","Home health care services","F06N00",""
"752","621900","Other ambulatory health care services","F06N00",""
"753","622000","Hospitals","F06N00",""
"754","623A00","Nursing and community care facilities","F06N00",""
"755","623B00","Residential mental health, substance abuse, and other residential care facilities","F06N00",""
"756","624100","Individual and family services","F06N00",""
"757","624400","Child day care services","F06N00",""
"758","624A00","Community food, housing, and other relief services, including rehabilitation services","F06N00",""
"759","711100","Performing arts companies","F06N00",""
"760","711200","Spectator sports","F06N00",""
"761","711500","Independent artists, writers, and performers","F06N00",""
"762","711A00","Promoters of performing arts and sports and agents for public figures","F06N00",""
"763","712000","Museums, historical sites, zoos, and parks","F06N00",""
"764","713100","Amusement parks and arcades","F06N00",""
"765","713200","Gambling industries (except casino hotels)","F06N00",""
"766","713900","Other amusement and recreation industries","F06N00",""
"767","721000","Accommodation","F06N00",""
"768","722110","Full-service restaurants","F06N00",""
"769","722211","Limited-service restaurants","F06N00",""
"770","722A00","All other food and drinking places","F06N00",""
"771","811100","Automotive repair and maintenance","F06N00",""
"772","811200","Electronic and precision equipment repair and maintenance","F06N00",""
"773","811300","Commercial and industrial machinery and equipment repair and maintenance","F06N00",""
"774","811400","Personal and household goods repair and maintenance","F06N00",""
"775","812100","Personal care services","F06N00",""
"776","812200","Death care services","F06N00",""
"777","812300","Dry-cleaning and laundry services","F06N00",""
"778","812900","Other personal services","F06N00",""
"779","813100","Religious organizations","F06N00",""
"780","813A00","Grantmaking, giving, and social advocacy organizations","F06N00",""
"781","813B00","Civic, social, professional, and similar organizations","F06N00",""
"782","814000","Private households","F06N00",""
"783","S00500","Federal general government (defense)","F06N00",""
"784","S00600","Federal general government (nondefense)","F06N00",""
"785","491000","Postal service","F06N00",""
"786","S00102","Other federal government enterprises","F06N00",""
"787","GSLGE","State and local government educational services","F06N00",""
"788","GSLGH","State and local government hospitals and health services","F06N00",""
"789","GSLGO","State and local government other services","F06N00",""
"790","S00203","Other state and local government enterprises","F06N00",""
"791","S00401","Scrap","F06N00",""
"792","S00402","Used and secondhand goods","F06N00",""
"793","S00300","Noncomparable imports","F06N00",""
"794","S00900","Rest of the world adjustment","F06N00",""
"795","1111A0","Oilseed farming","F06S00",""
"796","1111B0","Grain farming","F06S00",""
"797","111200","Vegetable and melon farming","F06S00",""
"798","111300","Fruit and tree nut farming","F06S00",""
"799","111400","Greenhouse, nursery, and floriculture production","F06S00",""
"800","111900","Other crop farming","F06S00",""
"801","112120","Dairy cattle and milk production","F06S00",""
"802","1121A0","Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming","F06S00",""
"803","112300","Poultry and egg production","F06S00",""
"804","112A00","Animal production, except cattle and poultry and eggs","F06S00",""
"805","113000","Forestry and logging","F06S00",""
"806","114000","Fishing, hunting and trapping","F06S00",""
"807","115000","Support activities for agriculture and forestry","F06S00",""
"808","211000","Oil and gas extraction","F06S00",""
"809","212100","Coal mining","F06S00",""
"810","212230","Copper, nickel, lead, and zinc mining","F06S00",""
"811","2122A0","Iron, gold, silver, and other metal ore mining","F06S00",""
"812","212310","Stone mining and quarrying","F06S00",""
"813","2123A0","Other nonmetallic mineral mining and quarrying","F06S00",""
"814","213111","Drilling oil and gas wells","F06S00",""
"815","21311A","Other support activities for mining","F06S00",""
"816","221100","Electric power generation, transmission, and distribution","F06S00",""
"817","221200","Natural gas distribution","F06S00",""
"818","221300","Water, sewage and other systems","F06S00",""
"819","233210","Health care structures","F06S00","188"
"820","233262","Educational and vocational structures","F06S00","675"
"821","230301","Nonresidential maintenance and repair","F06S00",""
"822","230302","Residential maintenance and repair","F06S00",""
"823","2332A0","Office and commercial structures","F06S00","1,593"
"824","233412","Multifamily residential structures","F06S00","1,148"
"825","2334A0","Other residential structures","F06S00","140"
"826","233230","Manufacturing structures","F06S00","2"
"827","2332D0","Other nonresidential structures","F06S00","2,801"
"828","233240","Power and communication structures","F06S00","747"
"829","233411","Single-family residential structures","F06S00","215"
"830","2332C0","Transportation structures and highways and streets","F06S00","598"
"831","321100","Sawmills and wood preservation","F06S00",""
"832","321200","Veneer, plywood, and engineered wood product manufacturing","F06S00",""
"833","321910","Millwork","F06S00",""
"834","3219A0","All other wood product manufacturing","F06S00",""
"835","327100","Clay product and refractory manufacturing","F06S00",""
"836","327200","Glass and glass product manufacturing","F06S00",""
"837","327310","Cement manufacturing","F06S00",""
"838","327320","Ready-mix concrete manufacturing","F06S00",""
"839","327330","Concrete pipe, brick, and block manufacturing","F06S00",""
"840","327390","Other concrete product manufacturing","F06S00",""
"841","327400","Lime and gypsum product manufacturing","F06S00",""
"842","327910","Abrasive product manufacturing","F06S00",""
"843","327991","Cut stone and stone product manufacturing","F06S00",""
"844","327992","Ground or treated mineral and earth manufacturing","F06S00",""
"845","327993","Mineral wool manufacturing","F06S00",""
"846","327999","Miscellaneous nonmetallic mineral products","F06S00",""
"847","331110","Iron and steel mills and ferroalloy manufacturing","F06S00",""
"848","331200","Steel product manufacturing from purchased steel","F06S00",""
"849","331313","Alumina refining and primary aluminum production","F06S00",""
"850","33131B","Aluminum product manufacturing from purchased aluminum","F06S00",""
"851","331410","Nonferrous Metal (except Aluminum) Smelting and Refining","F06S00",""
"852","331420","Copper rolling, drawing, extruding and alloying","F06S00",""
"853","331490","Nonferrous metal (except copper and aluminum) rolling, drawing, extruding and alloying","F06S00",""
"854","331510","Ferrous metal foundries","F06S00",""
"855","331520","Nonferrous metal foundries","F06S00",""
"856","332114","Custom roll forming","F06S00",""
"857","33211A","All other forging, stamping, and sintering","F06S00",""
"858","332119","Metal crown, closure, and other metal stamping (except automotive)","F06S00",""
"859","332200","Cutlery and handtool manufacturing","F06S00",""
"860","332310","Plate work and fabricated structural product manufacturing","F06S00",""
"861","332320","Ornamental and architectural metal products manufacturing","F06S00",""
"862","332410","Power boiler and heat exchanger manufacturing","F06S00",""
"863","332420","Metal tank (heavy gauge) manufacturing","F06S00",""
"864","332430","Metal can, box, and other metal container (light gauge) manufacturing","F06S00",""
"865","332500","Hardware manufacturing","F06S00",""
"866","332600","Spring and wire product manufacturing","F06S00",""
"867","332710","Machine shops","F06S00",""
"868","332720","Turned product and screw, nut, and bolt manufacturing","F06S00",""
"869","332800","Coating, engraving, heat treating and allied activities","F06S00",""
"870","332913","Plumbing fixture fitting and trim manufacturing","F06S00",""
"871","33291A","Valve and fittings other than plumbing","F06S00",""
"872","332991","Ball and roller bearing manufacturing","F06S00",""
"873","332996","Fabricated pipe and pipe fitting manufacturing","F06S00",""
"874","33299A","Ammunition, arms, ordnance, and accessories manufacturing","F06S00",""
"875","332999","Other fabricated metal manufacturing","F06S00",""
"876","333111","Farm machinery and equipment manufacturing","F06S00",""
"877","333112","Lawn and garden equipment manufacturing","F06S00",""
"878","333120","Construction machinery manufacturing","F06S00",""
"879","333130","Mining and oil and gas field machinery manufacturing","F06S00",""
"880","333242","Semiconductor machinery manufacturing","F06S00",""
"881","33329A","Other industrial machinery manufacturing","F06S00",""
"882","333314","Optical instrument and lens manufacturing","F06S00",""
"883","333316","Photographic and photocopying equipment manufacturing","F06S00",""
"884","333318","Other commercial and service industry machinery manufacturing","F06S00",""
"885","333414","Heating equipment (except warm air furnaces) manufacturing","F06S00",""
"886","333415","Air conditioning, refrigeration, and warm air heating equipment manufacturing","F06S00",""
"887","333413","Industrial and commercial fan and blower and air purification equipment manufacturing","F06S00",""
"888","333511","Industrial mold manufacturing","F06S00",""
"889","333514","Special tool, die, jig, and fixture manufacturing","F06S00",""
"890","333517","Machine tool manufacturing","F06S00",""
"891","33351B","Cutting and machine tool accessory, rolling mill, and other metalworking machinery manufacturing","F06S00",""
"892","333611","Turbine and turbine generator set units manufacturing","F06S00",""
"893","333612","Speed changer, industrial high-speed drive, and gear manufacturing","F06S00",""
"894","333613","Mechanical power transmission equipment manufacturing","F06S00",""
"895","333618","Other engine equipment manufacturing","F06S00",""
"896","333912","Air and gas compressor manufacturing","F06S00",""
"897","33391A","Pump and pumping equipment manufacturing","F06S00",""
"898","333920","Material handling equipment manufacturing","F06S00",""
"899","333991","Power-driven handtool manufacturing","F06S00",""
"900","333993","Packaging machinery manufacturing","F06S00",""
"901","333994","Industrial process furnace and oven manufacturing","F06S00",""
"902","33399A","Other general purpose machinery manufacturing","F06S00",""
"903","33399B","Fluid power process machinery","F06S00",""
"904","334111","Electronic computer manufacturing","F06S00",""
"905","334112","Computer storage device manufacturing","F06S00",""
"906","334118","Computer terminals and other computer peripheral equipment manufacturing","F06S00",""
"907","334210","Telephone apparatus manufacturing","F06S00",""
"908","334220","Broadcast and wireless communications equipment","F06S00",""
"909","334290","Other communications equipment manufacturing","F06S00",""
"910","334413","Semiconductor and related device manufacturing","F06S00",""
"911","334418","Printed circuit assembly (electronic assembly) manufacturing","F06S00",""
"912","33441A","Other electronic component manufacturing","F06S00",""
"913","334510","Electromedical and electrotherapeutic apparatus manufacturing","F06S00",""
"914","334511","Search, detection, and navigation instruments manufacturing","F06S00",""
"915","334512","Automatic environmental control manufacturing","F06S00",""
"916","334513","Industrial process variable instruments manufacturing","F06S00",""
"917","334514","Totalizing fluid meter and counting device manufacturing","F06S00",""
"918","334515","Electricity and signal testing instruments manufacturing","F06S00",""
"919","334516","Analytical laboratory instrument manufacturing","F06S00",""
"920","334517","Irradiation apparatus manufacturing","F06S00",""
"921","33451A","Watch, clock, and other measuring and controlling device manufacturing","F06S00",""
"922","334300","Audio and video equipment manufacturing","F06S00",""
"923","334610","Manufacturing and reproducing magnetic and optical media","F06S00",""
"924","335110","Electric lamp bulb and part manufacturing","F06S00",""
"925","335120","Lighting fixture manufacturing","F06S00",""
"926","335210","Small electrical appliance manufacturing","F06S00",""
"927","335221","Household cooking appliance manufacturing","F06S00",""
"928","335222","Household refrigerator and home freezer manufacturing","F06S00",""
"929","335224","Household laundry equipment manufacturing","F06S00",""
"930","335228","Other major household appliance manufacturing","F06S00",""
"931","335311","Power, distribution, and specialty transformer manufacturing","F06S00",""
"932","335312","Motor and generator manufacturing","F06S00",""
"933","335313","Switchgear and switchboard apparatus manufacturing","F06S00",""
"934","335314","Relay and industrial control manufacturing","F06S00",""
"935","335911","Storage battery manufacturing","F06S00",""
"936","335912","Primary battery manufacturing","F06S00",""
"937","335920","Communication and energy wire and cable manufacturing","F06S00",""
"938","335930","Wiring device manufacturing","F06S00",""
"939","335991","Carbon and graphite product manufacturing","F06S00",""
"940","335999","All other miscellaneous electrical equipment and component manufacturing","F06S00",""
"941","336111","Automobile manufacturing","F06S00",""
"942","336112","Light truck and utility vehicle manufacturing","F06S00",""
"943","336120","Heavy duty truck manufacturing","F06S00",""
"944","336211","Motor vehicle body manufacturing","F06S00",""
"945","336212","Truck trailer manufacturing","F06S00",""
"946","336213","Motor home manufacturing","F06S00",""
"947","336214","Travel trailer and camper manufacturing","F06S00",""
"948","336310","Motor vehicle gasoline engine and engine parts manufacturing","F06S00",""
"949","336320","Motor vehicle electrical and electronic equipment manufacturing","F06S00",""
"950","336350","Motor vehicle transmission and power train parts manufacturing","F06S00",""
"951","336360","Motor vehicle seating and interior trim manufacturing","F06S00",""
"952","336370","Motor vehicle metal stamping","F06S00",""
"953","336390","Other Motor Vehicle Parts Manufacturing","F06S00",""
"954","3363A0","Motor vehicle steering, suspension component (except spring), and brake systems manufacturing","F06S00",""
"955","336411","Aircraft manufacturing","F06S00",""
"956","336412","Aircraft engine and engine parts manufacturing","F06S00",""
"957","336413","Other aircraft parts and auxiliary equipment manufacturing","F06S00",""
"958","336414","Guided missile and space vehicle manufacturing","F06S00",""
"959","33641A","Propulsion units and parts for space vehicles and guided missiles","F06S00",""
"960","336500","Railroad rolling stock manufacturing","F06S00",""
"961","336611","Ship building and repairing","F06S00",""
"962","336612","Boat building","F06S00",""
"963","336991","Motorcycle, bicycle, and parts manufacturing","F06S00",""
"964","336992","Military armored vehicle, tank, and tank component manufacturing","F06S00",""
"965","336999","All other transportation equipment manufacturing","F06S00",""
"966","337110","Wood kitchen cabinet and countertop manufacturing","F06S00",""
"967","337121","Upholstered household furniture manufacturing","F06S00",""
"968","337122","Nonupholstered wood household furniture manufacturing","F06S00",""
"969","337127","Institutional furniture manufacturing","F06S00",""
"970","33712N","Other household nonupholstered furniture","F06S00",""
"971","337215","Showcase, partition, shelving, and locker manufacturing","F06S00",""
"972","33721A","Office furniture and custom architectural woodwork and millwork manufacturing","F06S00",""
"973","337900","Other furniture related product manufacturing","F06S00",""
"974","339112","Surgical and medical instrument manufacturing","F06S00",""
"975","339113","Surgical appliance and supplies manufacturing","F06S00",""
"976","339114","Dental equipment and supplies manufacturing","F06S00",""
"977","339115","Ophthalmic goods manufacturing","F06S00",""
"978","339116","Dental laboratories","F06S00",""
"979","339910","Jewelry and silverware manufacturing","F06S00",""
"980","339920","Sporting and athletic goods manufacturing","F06S00",""
"981","339930","Doll, toy, and game manufacturing","F06S00",""
"982","339940","Office supplies (except paper) manufacturing","F06S00",""
"983","339950","Sign manufacturing","F06S00",""
"984","339990","All other miscellaneous manufacturing","F06S00",""
"985","311111","Dog and cat food manufacturing","F06S00",""
"986","311119","Other animal food manufacturing","F06S00",""
"987","311210","Flour milling and malt manufacturing","F06S00",""
"988","311221","Wet corn milling","F06S00",""
"989","311225","Fats and oils refining and blending","F06S00",""
"990","311224","Soybean and other oilseed processing","F06S00",""
"991","311230","Breakfast cereal manufacturing","F06S00",""
"992","311300","Sugar and confectionery product manufacturing","F06S00",""
"993","311410","Frozen food manufacturing","F06S00",""
"994","311420","Fruit and vegetable canning, pickling, and drying","F06S00",""
"995","311513","Cheese manufacturing","F06S00",""
"996","311514","Dry, condensed, and evaporated dairy product manufacturing","F06S00",""
"997","31151A","Fluid milk and butter manufacturing","F06S00",""
"998","311520","Ice cream and frozen dessert manufacturing","F06S00",""
"999","311615","Poultry processing","F06S00",""
"1000","31161A","Animal (except poultry) slaughtering, rendering, and processing","F06S00",""
"1001","311700","Seafood product preparation and packaging","F06S00",""
"1002","311810","Bread and bakery product manufacturing","F06S00",""
"1003","3118A0","Cookie, cracker, pasta, and tortilla manufacturing","F06S00",""
"1004","311910","Snack food manufacturing","F06S00",""
"1005","311920","Coffee and tea manufacturing","F06S00",""
"1006","311930","Flavoring syrup and concentrate manufacturing","F06S00",""
"1007","311940","Seasoning and dressing manufacturing","F06S00",""
"1008","311990","All other food manufacturing","F06S00",""
"1009","312110","Soft drink and ice manufacturing","F06S00",""
"1010","312120","Breweries","F06S00",""
"1011","312130","Wineries","F06S00",""
"1012","312140","Distilleries","F06S00",""
"1013","312200","Tobacco product manufacturing","F06S00",""
"1014","313100","Fiber, yarn, and thread mills","F06S00",""
"1015","313200","Fabric mills","F06S00",""
"1016","313300","Textile and fabric finishing and fabric coating mills","F06S00",""
"1017","314110","Carpet and rug mills","F06S00",""
"1018","314120","Curtain and linen mills","F06S00",""
"1019","314900","Other textile product mills","F06S00",""
"1020","315000","Apparel manufacturing","F06S00",""
"1021","316000","Leather and allied product manufacturing","F06S00",""
"1022","322110","Pulp mills","F06S00",""
"1023","322120","Paper mills","F06S00",""
"1024","322130","Paperboard mills","F06S00",""
"1025","322210","Paperboard container manufacturing","F06S00",""
"1026","322220","Paper Bag and Coated and Treated Paper Manufacturing","F06S00",""
"1027","322230","Stationery product manufacturing","F06S00",""
"1028","322291","Sanitary paper product manufacturing","F06S00",""
"1029","322299","All other converted paper product manufacturing","F06S00",""
"1030","323110","Printing","F06S00",""
"1031","323120","Support activities for printing","F06S00",""
"1032","324110","Petroleum refineries","F06S00",""
"1033","324121","Asphalt paving mixture and block manufacturing","F06S00",""
"1034","324122","Asphalt shingle and coating materials manufacturing","F06S00",""
"1035","324190","Other petroleum and coal products manufacturing","F06S00",""
"1036","325110","Petrochemical manufacturing","F06S00",""
"1037","325120","Industrial gas manufacturing","F06S00",""
"1038","325130","Synthetic dye and pigment manufacturing","F06S00",""
"1039","325180","Other Basic Inorganic Chemical Manufacturing","F06S00",""
"1040","325190","Other basic organic chemical manufacturing","F06S00",""
"1041","325211","Plastics material and resin manufacturing","F06S00",""
"1042","3252A0","Synthetic rubber and artificial and synthetic fibers and filaments manufacturing","F06S00",""
"1043","325411","Medicinal and botanical manufacturing","F06S00",""
"1044","325412","Pharmaceutical preparation manufacturing","F06S00",""
"1045","325413","In-vitro diagnostic substance manufacturing","F06S00",""
"1046","325414","Biological product (except diagnostic) manufacturing","F06S00",""
"1047","325310","Fertilizer manufacturing","F06S00",""
"1048","325320","Pesticide and other agricultural chemical manufacturing","F06S00",""
"1049","325510","Paint and coating manufacturing","F06S00",""
"1050","325520","Adhesive manufacturing","F06S00",""
"1051","325610","Soap and cleaning compound manufacturing","F06S00",""
"1052","325620","Toilet preparation manufacturing","F06S00",""
"1053","325910","Printing ink manufacturing","F06S00",""
"1054","3259A0","All other chemical product and preparation manufacturing","F06S00",""
"1055","326110","Plastics packaging materials and unlaminated film and sheet manufacturing","F06S00",""
"1056","326120","Plastics pipe, pipe fitting, and unlaminated profile shape manufacturing","F06S00",""
"1057","326130","Laminated plastics plate, sheet (except packaging), and shape manufacturing","F06S00",""
"1058","326140","Polystyrene foam product manufacturing","F06S00",""
"1059","326150","Urethane and other foam product (except polystyrene) manufacturing","F06S00",""
"1060","326160","Plastics bottle manufacturing","F06S00",""
"1061","326190","Other plastics product manufacturing","F06S00",""
"1062","326210","Tire manufacturing","F06S00",""
"1063","326220","Rubber and plastics hoses and belting manufacturing","F06S00",""
"1064","326290","Other rubber product manufacturing","F06S00",""
"1065","423100","Motor vehicle and motor vehicle parts and supplies","F06S00",""
"1066","423400","Professional and commercial equipment and supplies","F06S00",""
"1067","423600","Household appliances and electrical and electronic goods ","F06S00",""
"1068","423800","Machinery, equipment, and supplies","F06S00",""
"1069","423A00","Other durable goods merchant wholesalers","F06S00",""
"1070","424200","Drugs and druggists’ sundries","F06S00",""
"1071","424400","Grocery and related product wholesalers ","F06S00",""
"1072","424700","Petroleum and petroleum products","F06S00",""
"1073","424A00","Other nondurable goods merchant wholesalers","F06S00",""
"1074","425000","Wholesale electronic markets and agents and brokers","F06S00",""
"1075","4200ID","Customs duties","F06S00",""
"1076","454000","Nonstore retailers","F06S00",""
"1077","481000","Air transportation","F06S00",""
"1078","482000","Rail transportation","F06S00",""
"1079","483000","Water transportation","F06S00",""
"1080","484000","Truck transportation","F06S00",""
"1081","485000","Transit and ground passenger transportation","F06S00",""
"1082","486000","Pipeline transportation","F06S00",""
"1083","48A000","Scenic and sightseeing transportation and support activities for transportation","F06S00",""
"1084","492000","Couriers and messengers","F06S00",""
"1085","493000","Warehousing and storage","F06S00",""
"1086","511110","Newspaper publishers","F06S00",""
"1087","511120","Periodical Publishers","F06S00",""
"1088","511130","Book publishers","F06S00",""
"1089","5111A0","Directory, mailing list, and other publishers","F06S00",""
"1090","511200","Software publishers","F06S00",""
"1091","512100","Motion picture and video industries","F06S00",""
"1092","512200","Sound recording industries","F06S00",""
"1093","515100","Radio and television broadcasting","F06S00",""
"1094","515200","Cable and other subscription programming","F06S00",""
"1095","517110","Wired telecommunications carriers","F06S00",""
"1096","517210","Wireless telecommunications carriers (except satellite)","F06S00",""
"1097","517A00","Satellite, telecommunications resellers, and all other telecommunications","F06S00",""
"1098","518200","Data processing, hosting, and related services","F06S00",""
"1099","519130","Internet publishing and broadcasting and Web search portals","F06S00",""
"1100","5191A0","News syndicates, libraries, archives and all other information services","F06S00",""
"1101","522A00","Nondepository credit intermediation and related activities","F06S00",""
"1102","52A000","Monetary authorities and depository credit intermediation","F06S00",""
"1103","523900","Other financial investment activities","F06S00",""
"1104","523A00","Securities and commodity contracts intermediation and brokerage","F06S00",""
"1105","524113","Direct life insurance carriers","F06S00",""
"1106","5241XX","Insurance carriers, except direct life","F06S00",""
"1107","524200","Insurance agencies, brokerages, and related activities","F06S00",""
"1108","525000","Funds, trusts, and other financial vehicles","F06S00",""
"1109","531HSO","Owner-occupied housing","F06S00",""
"1110","531HST","Tenant-occupied housing","F06S00",""
"1111","531ORE","Other real estate","F06S00",""
"1112","532100","Automotive equipment rental and leasing","F06S00",""
"1113","532400","Commercial and industrial machinery and equipment rental and leasing","F06S00",""
"1114","532A00","General and consumer goods rental","F06S00",""
"1115","533000","Lessors of nonfinancial intangible assets","F06S00",""
"1116","541100","Legal services","F06S00",""
"1117","541511","Custom computer programming services","F06S00",""
"1118","541512","Computer systems design services","F06S00",""
"1119","54151A","Other computer related services, including facilities management","F06S00",""
"1120","541200","Accounting, tax preparation, bookkeeping, and payroll services","F06S00",""
"1121","541300","Architectural, engineering, and related services","F06S00",""
"1122","541610","Management consulting services","F06S00",""
"1123","5416A0","Environmental and other technical consulting services","F06S00",""
"1124","541700","Scientific research and development services","F06S00",""
"1125","541800","Advertising, public relations, and related services","F06S00",""
"1126","541400","Specialized design services","F06S00",""
"1127","541920","Photographic services","F06S00",""
"1128","541940","Veterinary services","F06S00",""
"1129","5419A0","All other miscellaneous professional, scientific, and technical services ","F06S00",""
"1130","550000","Management of companies and enterprises","F06S00",""
"1131","561300","Employment services","F06S00",""
"1132","561700","Services to buildings and dwellings","F06S00",""
"1133","561100","Office administrative services","F06S00",""
"1134","561200","Facilities support services","F06S00",""
"1135","561400","Business support services","F06S00",""
"1136","561500","Travel arrangement and reservation services","F06S00",""
"1137","561600","Investigation and security services","F06S00",""
"1138","561900","Other support services","F06S00",""
"1139","562000","Waste management and remediation services","F06S00",""
"1140","611100","Elementary and secondary schools","F06S00",""
"1141","611A00","Junior colleges, colleges, universities, and professional schools","F06S00",""
"1142","611B00","Other educational services","F06S00",""
"1143","621100","Offices of physicians","F06S00",""
"1144","621200","Offices of dentists","F06S00",""
"1145","621300","Offices of other health practitioners","F06S00",""
"1146","621400","Outpatient care centers","F06S00",""
"1147","621500","Medical and diagnostic laboratories","F06S00",""
"1148","621600","Home health care services","F06S00",""
"1149","621900","Other ambulatory health care services","F06S00",""
"1150","622000","Hospitals","F06S00",""
"1151","623A00","Nursing and community care facilities","F06S00",""
"1152","623B00","Residential mental health, substance abuse, and other residential care facilities","F06S00",""
"1153","624100","Individual and family services","F06S00",""
"1154","624400","Child day care services","F06S00",""
"1155","624A00","Community food, housing, and other relief services, including rehabilitation services","F06S00",""
"1156","711100","Performing arts companies","F06S00",""
"1157","711200","Spectator sports","F06S00",""
"1158","711500","Independent artists, writers, and performers","F06S00",""
"1159","711A00","Promoters of performing arts and sports and agents for public figures","F06S00",""
"1160","712000","Museums, historical sites, zoos, and parks","F06S00",""
"1161","713100","Amusement parks and arcades","F06S00",""
"1162","713200","Gambling industries (except casino hotels)","F06S00",""
"1163","713900","Other amusement and recreation industries","F06S00",""
"1164","721000","Accommodation","F06S00",""
"1165","722110","Full-service restaurants","F06S00",""
"1166","722211","Limited-service restaurants","F06S00",""
"1167","722A00","All other food and drinking places","F06S00",""
"1168","811100","Automotive repair and maintenance","F06S00",""
"1169","811200","Electronic and precision equipment repair and maintenance","F06S00",""
"1170","811300","Commercial and industrial machinery and equipment repair and maintenance","F06S00",""
"1171","811400","Personal and household goods repair and maintenance","F06S00",""
"1172","812100","Personal care services","F06S00",""
"1173","812200","Death care services","F06S00",""
"1174","812300","Dry-cleaning and laundry services","F06S00",""
"1175","812900","Other personal services","F06S00",""
"1176","813100","Religious organizations","F06S00",""
"1177","813A00","Grantmaking, giving, and social advocacy organizations","F06S00",""
"1178","813B00","Civic, social, professional, and similar organizations","F06S00",""
"1179","814000","Private households","F06S00",""
"1180","S00500","Federal general government (defense)","F06S00",""
"1181","S00600","Federal general government (nondefense)","F06S00",""
"1182","491000","Postal service","F06S00",""
"1183","S00102","Other federal government enterprises","F06S00",""
"1184","GSLGE","State and local government educational services","F06S00",""
"1185","GSLGH","State and local government hospitals and health services","F06S00",""
"1186","GSLGO","State and local government other services","F06S00",""
"1187","S00203","Other state and local government enterprises","F06S00",""
"1188","S00401","Scrap","F06S00",""
"1189","S00402","Used and secondhand goods","F06S00","-4"
"1190","S00300","Noncomparable imports","F06S00",""
"1191","S00900","Rest of the world adjustment","F06S00",""
"1192","1111A0","Oilseed farming","F07E00",""
"1193","1111B0","Grain farming","F07E00",""
"1194","111200","Vegetable and melon farming","F07E00",""
"1195","111300","Fruit and tree nut farming","F07E00",""
"1196","111400","Greenhouse, nursery, and floriculture production","F07E00",""
"1197","111900","Other crop farming","F07E00",""
"1198","112120","Dairy cattle and milk production","F07E00",""
"1199","1121A0","Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming","F07E00",""
"1200","112300","Poultry and egg production","F07E00",""
"1201","112A00","Animal production, except cattle and poultry and eggs","F07E00",""
"1202","113000","Forestry and logging","F07E00",""
"1203","114000","Fishing, hunting and trapping","F07E00",""
"1204","115000","Support activities for agriculture and forestry","F07E00",""
"1205","211000","Oil and gas extraction","F07E00",""
"1206","212100","Coal mining","F07E00",""
"1207","212230","Copper, nickel, lead, and zinc mining","F07E00",""
"1208","2122A0","Iron, gold, silver, and other metal ore mining","F07E00",""
"1209","212310","Stone mining and quarrying","F07E00",""
"1210","2123A0","Other nonmetallic mineral mining and quarrying","F07E00",""
"1211","213111","Drilling oil and gas wells","F07E00",""
"1212","21311A","Other support activities for mining","F07E00",""
"1213","221100","Electric power generation, transmission, and distribution","F07E00",""
"1214","221200","Natural gas distribution","F07E00",""
"1215","221300","Water, sewage and other systems","F07E00",""
"1216","233210","Health care structures","F07E00",""
"1217","233262","Educational and vocational structures","F07E00",""
"1218","230301","Nonresidential maintenance and repair","F07E00",""
"1219","230302","Residential maintenance and repair","F07E00",""
"1220","2332A0","Office and commercial structures","F07E00",""
"1221","233412","Multifamily residential structures","F07E00",""
"1222","2334A0","Other residential structures","F07E00",""
"1223","233230","Manufacturing structures","F07E00",""
"1224","2332D0","Other nonresidential structures","F07E00",""
"1225","233240","Power and communication structures","F07E00",""
"1226","233411","Single-family residential structures","F07E00",""
"1227","2332C0","Transportation structures and highways and streets","F07E00",""
"1228","321100","Sawmills and wood preservation","F07E00",""
"1229","321200","Veneer, plywood, and engineered wood product manufacturing","F07E00",""
"1230","321910","Millwork","F07E00",""
"1231","3219A0","All other wood product manufacturing","F07E00","92"
"1232","327100","Clay product and refractory manufacturing","F07E00",""
"1233","327200","Glass and glass product manufacturing","F07E00",""
"1234","327310","Cement manufacturing","F07E00",""
"1235","327320","Ready-mix concrete manufacturing","F07E00",""
"1236","327330","Concrete pipe, brick, and block manufacturing","F07E00",""
"1237","327390","Other concrete product manufacturing","F07E00",""
"1238","327400","Lime and gypsum product manufacturing","F07E00",""
"1239","327910","Abrasive product manufacturing","F07E00",""
"1240","327991","Cut stone and stone product manufacturing","F07E00",""
"1241","327992","Ground or treated mineral and earth manufacturing","F07E00",""
"1242","327993","Mineral wool manufacturing","F07E00",""
"1243","327999","Miscellaneous nonmetallic mineral products","F07E00",""
"1244","331110","Iron and steel mills and ferroalloy manufacturing","F07E00",""
"1245","331200","Steel product manufacturing from purchased steel","F07E00",""
"1246","331313","Alumina refining and primary aluminum production","F07E00",""
"1247","33131B","Aluminum product manufacturing from purchased aluminum","F07E00",""
"1248","331410","Nonferrous Metal (except Aluminum) Smelting and Refining","F07E00",""
"1249","331420","Copper rolling, drawing, extruding and alloying","F07E00",""
"1250","331490","Nonferrous metal (except copper and aluminum) rolling, drawing, extruding and alloying","F07E00",""
"1251","331510","Ferrous metal foundries","F07E00",""
"1252","331520","Nonferrous metal foundries","F07E00",""
"1253","332114","Custom roll forming","F07E00",""
