"dig_code","dig_desc","1	Nonresidential private fixed investment in structures ","2	Nonresidential private fixed investment in equipment","3	Nonresidential private fixed investment in IPP","4	Residential private fixed investment","5  Federal national defense: Gross investment in structures","6  Federal national defense: Gross investment in equipment","7  Federal national defense: Gross investment in intellectual property products","8  Federal nondefense: Gross investment in structures","9  Federal nondefense: Gross investment in equipment","10  Federal nondefense: Gross investment in intellectual property products","11  State and local: Gross investment in structures","12  State and local: Gross investment in equipment","13  State and local: Gross investment in intellectual property products"
"325510","Paint and coating manufacturing",0,0,0,0,0,0,0,0,0,0,0,0,0
"325520","Adhesive manufacturing",0,0,0,0,0,0,0,0,0,0,0,0,0
"325610","Soap and cleaning compound manufacturing",0,0,0,0,0,0,0,0,0,0,0,0,0
"325620","Toilet preparation manufacturing",0,0,0,0,0,0,0,0,0,0,0,0,0
"325910","Printing ink manufacturing",0,0,0,0,0,0,0,0,0,0,0,0,0
"3259A0","All other chemical product and preparation manufacturing",0,0,0,0,0,0,0,0,0,0,0,0,0
"326110","Plastics packaging materials and unlaminated film and sheet manufacturing",0,0,0,0,0,0,0,0,0,0,0,0,0
"326120","Plastics pipe, pipe fitting, and unlaminated profile shape manufacturing",0,0,0,0,0,0,0,0,0,0,0,0,0
"326130","Laminated plastics plate, sheet (except packaging), and shape manufacturing",0,0,0,0,0,0,0,0,0,0,0,0,0
"326140","Polystyrene foam product manufacturing",0,0,0,0,0,0,0,0,0,0,0,0,0
"326150","Urethane and other foam product (except polystyrene) manufacturing",0,20.499627699181,0,104.960960960961,0,0,0,0,0,0,0,0,0
"326160","Plastics bottle manufacturing",0,0,0,0,0,0,0,0,0,0,0,0,0
"326190","Other plastics product manufacturing",0,0,0,0,0,0,0,0,0,0,0,0,0
"326210","Tire manufacturing",0,0,0,0,0,0,0,0,0,0,0,0,0
"326220","Rubber and plastics hoses and belting manufacturing",0,0,0,0,0,0,0,0,0,0,0,0,0
"326290","Other rubber product manufacturing",0,137.600729811383,0,24.584438984439,0,0,0,0,20.76761155537,0,0,0,0
"420000","Wholesale trade",0,124382.473541741,11281.0439221671,1530.13771993756,0,6366.32630447756,256.602195544232,0,2098.00143570838,336.275188829035,0,5009.99145996976,737.474262182567
"441000","Motor vehicle and parts dealers",0,9595.1625254787,0,16.1930014007853,0,0,0,0,0,0,0,0,0
"445000","Food and beverage stores",0,460.957963594894,0,1.07953342671902,0,0,0,0,0,0,0,0,0
"452000","General merchandise stores",0,2136.45363331695,238.006699732926,201.872750796456,0,0,0,0,0,0,0,0,0
"4A0000","Other retail",0,19243.0284358735,2987.51693246852,4592.3351972627,0,0,0,0,0,0,0,0,0
"481000","Air transportation",0,2068.530654794,271.161861884777,30.5242549562066,0,187.150078383041,3.54749579093409,0,36.3748118470828,5.19982720382272,0,62.8374836262715,12.0109814687714
"482000","Rail transportation",0,1617.42735945474,0,39.24547065798,0,22.4131830398851,0,0,2.94930906868238,0,0,51.1078200160342,0
"483000","Water transportation",0,23.3732277377852,0,0,0,4.48263660797702,0,0,0.983103022894128,0,0,2.51349934505086,0
"484000","Truck transportation",0,18774.9347341717,749.543487218619,482.937319485698,0,832.649749931732,16.5549803576924,0,173.026132029367,22.0992656162466,0,834.481782556886,46.8428277282086
"485000","Transit and ground passenger transportation",0,0,0,0,0,0,0,0,0,0,0,0,0
"486000","Pipeline transportation",0,0,0,0,0,0,0,0,0,0,0,0,0
"48A000","Scenic and sightseeing transportation and support activities for transportation",0,0,0,0,0,0,0,0,0,0,0,0,0
"492000","Couriers and messengers",0,0,0,0,0,0,0,0,0,0,0,0,0
"493000","Warehousing and storage",0,0,0,0,0,0,0,0,0,0,0,0,0
"511110","Newspaper publishers",0,0,0,0,0,0,0,0,0,0,0,0,0
"511120","Periodical Publishers",0,0,218.541597613523,0,0,0,0,0,0,0,0,0,0
"511130","Book publishers",0,0,9771.45840238648,0,0,0,0,0,0,0,0,0,0
"5111A0","Directory, mailing list, and other publishers",0,0,482.72807293304,0,0,0,0,0,0,0,0,0,0
"511200","Software publishers",0,0,62061.727096528,0,0,0,1487.58323499836,0,0,1945.68079735767,0,0,4272.306108442
"512100","Motion picture and video industries",0,0,32435.0231662304,0,0,0,0,0,0,0,0,0,0
"512200","Sound recording industries",0,0,4663.8612385174,0,0,0,0,0,0,0,0,0,0
"515100","Radio and television broadcasting",0,0,9045.55127404241,0,0,0,0,0,0,0,0,0,0
"515200","Cable and other subscription programming",0,0,13752.5691270755,0,0,0,0,0,0,0,0,0,0
"517110","Wired telecommunications carriers",0,6749.38953318573,0,0,0,0,0,0,0,0,0,0,0
"517210","Wireless telecommunications carriers (except satellite)",0,0,0,0,0,0,0,0,0,0,0,0,0
"517A00","Satellite, telecommunications resellers, and all other telecommunications",0,0,0,0,0,0,0,0,0,0,0,0,0
"518200","Data processing, hosting, and related services",0,0,0,0,0,0,0,0,0,0,0,0,0
"5191A0","News syndicates, libraries, archives and all other information services",0,0,0,0,0,0,0,0,0,0,0,0,0
"519130","Internet publishing and broadcasting and Web search portals",0,0,0,0,0,0,0,0,0,0,0,0,0
"52A000","Monetary authorities and depository credit intermediation",0,0,0,0,0,0,0,0,0,0,0,0,0
"522A00","Nondepository credit intermediation and related activities",0,0,0,0,0,0,0,0,0,0,0,0,0
"523A00","Securities and commodity contracts intermediation and brokerage",0,0,0,0,0,0,0,0,0,0,0,0,0
"523900","Other financial investment activities",0,0,0,0,0,0,0,0,0,0,0,0,0
"524100","Insurance carriers",0,0,0,9307.02597402597,0,0,0,0,0,0,0,0,0
"524200","Insurance agencies, brokerages, and related activities",0,0,0,0,0,0,0,0,0,0,0,0,0
"525000","Funds, trusts, and other financial vehicles",0,0,0,0,0,0,0,0,0,0,0,0,0
"5310HS","Housing",0,0,0,0,0,0,0,0,0,0,0,0,0
"531ORE","Other real estate",0,0,0,95492.6363636364,0,0,0,0,0,0,0,0,0
"532100","Automotive equipment rental and leasing",0,0,0,0,0,0,0,0,0,0,0,0,0
"532A00","Consumer goods and general rental centers",0,0,0,0,0,0,0,0,0,0,0,0,0
"532400","Commercial and industrial machinery and equipment rental and leasing",0,0,0,0,0,0,0,0,0,0,0,0,0
"533000","Lessors of nonfinancial intangible assets",0,0,0,0,0,0,0,0,0,0,0,0,0
"541100","Legal services",0,0,0,20908.9350649351,0,0,0,0,0,0,0,0,0
"541511","Custom computer programming services",0,0,217003,0,0,0,5935.71209330878,0,0,15290.7449209932,0,0,8931.36582017845
"541512","Computer systems design services",0,13687.7778198693,0,0,0,1299.80614519725,0,0,0,0,0,1118.42585132098,0
"54151A","Other computer related services, including facilities management",0,0,0,0,0,0,0,0,0,0,0,0,0
"541200","Accounting, tax preparation, bookkeeping, and payroll services",0,0,0,0,0,0,0,0,0,0,0,0,0
"541300","Architectural, engineering, and related services",0,40845.9686296969,0,1912.4025974026,0,0,0,0,0,0,0,0,0
"541400","Specialized design services",0,0,0,0,0,0,0,0,0,0,0,0,0
"541610","Management consulting services",0,0,0,0,0,0,0,0,0,0,0,0,0
"5416A0","Environmental and other technical consulting services",0,0,0,0,0,0,0,0,0,0,0,0,0
"541700","Scientific research and development services",0,0,278465,0,0,0,60300,0,0,70000,0,0,19000
"541800","Advertising, public relations, and related services",0,0,0,0,0,0,0,0,0,0,0,0,0
"5419A0","Marketing research and all other miscellaneous professional, scientific, and technical services",0,0,0,0,0,0,0,0,0,0,0,0,0
"541920","Photographic services",0,0,1057.56680289217,0,0,0,0,0,0,0,0,0,0
"541940","Veterinary services",0,0,0,0,0,0,0,0,0,0,0,0,0
"550000","Management of companies and enterprises",0,0,0,0,0,0,0,0,0,0,0,0,0
"561100","Office administrative services",0,0,0,0,0,0,0,0,0,0,0,0,0
"561200","Facilities support services",0,0,0,0,0,0,0,0,0,0,0,0,0
"561300","Employment services",0,0,0,0,0,0,0,0,0,0,0,0,0
"561400","Business support services",0,0,0,0,0,0,0,0,0,0,0,0,0
"561500","Travel arrangement and reservation services",0,0,0,0,0,0,0,0,0,0,0,0,0
"561600","Investigation and security services",0,0,0,0,0,0,0,0,0,0,0,0,0
"561700","Services to buildings and dwellings",0,0,0,0,0,0,0,0,0,0,0,0,0
"561900","Other support services",0,0,0,0,0,0,0,0,0,0,0,0,0
"562000","Waste management and remediation services",0,0,0,0,0,0,0,0,0,0,0,0,0
"611100","Elementary and secondary schools",0,0,0,0,0,0,0,0,0,0,0,0,0
"611A00","Junior colleges, colleges, universities, and professional schools",0,0,0,0,0,0,0,0,0,0,0,0,0
"611B00","Other educational services",0,0,0,0,0,0,0,0,0,0,0,0,0
"621100","Offices of physicians",0,0,0,0,0,0,0,0,0,0,0,0,0
"621200","Offices of dentists",0,0,0,0,0,0,0,0,0,0,0,0,0
"621300","Offices of other health practitioners",0,0,0,0,0,0,0,0,0,0,0,0,0
"621400","Outpatient care centers",0,0,0,0,0,0,0,0,0,0,0,0,0
"621500","Medical and diagnostic laboratories",0,0,0,0,0,0,0,0,0,0,0,0,0
"621600","Home health care services",0,0,0,0,0,0,0,0,0,0,0,0,0
"621900","Other ambulatory health care services",0,0,0,0,0,0,0,0,0,0,0,0,0
"622000","Hospitals",0,0,0,0,0,0,0,0,0,0,0,0,0
"623A00","Nursing and community care facilities",0,0,0,0,0,0,0,0,0,0,0,0,0
"623B00","Residential mental retardation, mental health, substance abuse and other facilities",0,0,0,0,0,0,0,0,0,0,0,0,0
"624100","Individual and family services",0,0,0,0,0,0,0,0,0,0,0,0,0
"624A00","Community food, housing, and other relief services, including rehabilitation services",0,0,0,0,0,0,0,0,0,0,0,0,0
"624400","Child day care services",0,0,0,0,0,0,0,0,0,0,0,0,0
"711100","Performing arts companies",0,0,3107.54973673102,0,0,0,0,0,0,0,0,0,0
"711200","Spectator sports",0,0,0,0,0,0,0,0,0,0,0,0,0
"711A00","Promoters of performing arts and sports and agents for public figures",0,0,0,0,0,0,0,0,0,0,0,0,0
"711500","Independent artists, writers, and performers",0,0,341.15058157812,0,0,0,0,0,0,0,0,0,0
"712000","Museums, historical sites, zoos, and parks",0,0,0,0,0,0,0,0,0,0,0,0,0
"713100","Amusement parks and arcades",0,0,0,0,0,0,0,0,0,0,0,0,0
"713200","Gambling industries (except casino hotels)",0,0,0,0,0,0,0,0,0,0,0,0,0
"713900","Other amusement and recreation industries",0,0,0,0,0,0,0,0,0,0,0,0,0
"721000","Accommodation",0,0,0,0,0,0,0,0,0,0,0,0,0
"722110","Full-service restaurants",0,0,0,0,0,0,0,0,0,0,0,0,0
"722211","Limited-service restaurants",0,0,0,0,0,0,0,0,0,0,0,0,0
"722A00","All other food and drinking places",0,0,0,0,0,0,0,0,0,0,0,0,0
"811100","Automotive repair and maintenance",0,0,0,0,0,0,0,0,0,0,0,0,0
"811200","Electronic and precision equipment repair and maintenance",0,0,0,0,0,0,0,0,0,0,0,0,0
"811300","Commercial and industrial machinery and equipment repair and maintenance",0,0,0,0,0,0,0,0,0,0,0,0,0
"811400","Personal and household goods repair and maintenance",0,0,0,0,0,0,0,0,0,0,0,0,0
"812100","Personal care services",0,0,0,0,0,0,0,0,0,0,0,0,0
"812200","Death care services",0,0,0,0,0,0,0,0,0,0,0,0,0
"812300","Dry-cleaning and laundry services",0,0,0,0,0,0,0,0,0,0,0,0,0
"812900","Other personal services",0,0,0,0,0,0,0,0,0,0,0,0,0
"813100","Religious organizations",0,0,0,0,0,0,0,0,0,0,0,0,0
"813A00","Grantmaking, giving, and social advocacy organizations",0,0,0,0,0,0,0,0,0,0,0,0,0
"813B00","Civic, social, professional, and similar organizations",0,0,0,0,0,0,0,0,0,0,0,0,0
"814000","Private households",0,0,0,0,0,0,0,0,0,0,0,0,0
"S00500","Federal general government (defense)",0,0,0,0,0,0,0,0,0,0,0,0,0
"S00600","Federal general government (nondefense)",0,0,0,0,0,0,0,0,0,0,0,0,0
"491000","Postal service",0,0,0,0,0,0,0,0,0,0,0,0,0
"S00102","Other federal government enterprises",0,0,0,0,0,0,0,0,0,0,0,0,0
"S00700","State and local general government",0,0,0,0,0,0,0,0,0,0,0,0,0
"S00203","Other state and local government enterprises",0,0,0,0,0,0,0,0,0,0,0,0,0
"S00401","Scrap",0,0,0,0,0,0,0,0,0,0,0,0,0
"S00402","Used and secondhand goods",0,0,0,0,0,0,0,0,0,0,0,0,0
"S00300","Noncomparable imports",0,0,0,0,0,0,0,0,0,0,0,0,0
"S00900","Rest of the world adjustment",0,0,0,0,0,0,0,0,0,0,0,0,0
